title|sub_category-name|company-name|description|personal_or_group|is_allowed_one_day|price_of_one_day|count_of_week|count_of_month|price_of_month|preparation|maximum_number_of_enrollment|curriculum_in_first_week|curriculum_in_second_week|curriculum_in_third_week|curriculum_in_fourth_week|curriculum_in_fifth_week|dayOfWeek|startTime|duration
드럼 초급자를 위한 재밌는 1:1강습|classic_piano|스마일라이프|첫 수업 시작전 학생분과의 개별 면담및 간단한 오리앤테이션을 통하여 100%맞춤형으로 수업 방향 및 연습 곡들을 택하고 결정합니다.(학생분이 좋아하고 꼭 해보고 싶었던 곡들 위주로 프로그램 구성) 기초 코드를 익힌 후 바로 연습곡(가요,팝송)등을 통하여 실습에 들어갑니다.|personal|FALSE|40000|1|4|150000|개인 드럼 스틱-학원에서 구입 가능,수업 교재,악보등은 선생님께서 드림|1|음표,쉼표의 이해,-올바른 그립법(드럼스틱잡는법),-4,8,77분음표 연주,- 반복적으로 리듬감 패턴 익히기|셋트 드럼에서의 기본 69beat 그루브와 하이햇,라이드 등 다루기,여러가지 리듬 패턴 익히기|간단한 악곡의 노래로 음원과 함께 패턴 반복 연습,-연습곡: Let it be,학생분이 원하시는 가요곡에서 선택|악상을 살려 곡의 표현력 높이기,학생 개개인의 취약점 보강하여 곡 마무리 연습과 합주 연습,- 연습곡: 가요,팝송등 상의후 선택||Sat|19:00:00|0:50:00
드럼 초급자를 위한 재밌는 1:1강습|classic_piano|스마일라이프|첫 수업 시작전 학생분과의 개별 면담및 간단한 오리앤테이션을 통하여 100%맞춤형으로 수업 방향 및 연습 곡들을 택하고 결정합니다.(학생분이 좋아하고 꼭 해보고 싶었던 곡들 위주로 프로그램 구성) 기초 코드를 익힌 후 바로 연습곡(가요,팝송)등을 통하여 실습에 들어갑니다.|personal|FALSE|40000|1|4|150000|개인 드럼 스틱-학원에서 구입 가능,수업 교재,악보등은 선생님께서 드림|1|음표,쉼표의 이해,-올바른 그립법(드럼스틱잡는법),-4,8,78분음표 연주,- 반복적으로 리듬감 패턴 익히기|셋트 드럼에서의 기본 70beat 그루브와 하이햇,라이드 등 다루기,여러가지 리듬 패턴 익히기|간단한 악곡의 노래로 음원과 함께 패턴 반복 연습,-연습곡: Let it be,학생분이 원하시는 가요곡에서 선택|악상을 살려 곡의 표현력 높이기,학생 개개인의 취약점 보강하여 곡 마무리 연습과 합주 연습,- 연습곡: 가요,팝송등 상의후 선택||Sun|19:00:00|0:50:00
드럼 초급자를 위한 재밌는 1:1강습|classic_piano|스마일라이프|첫 수업 시작전 학생분과의 개별 면담및 간단한 오리앤테이션을 통하여 100%맞춤형으로 수업 방향 및 연습 곡들을 택하고 결정합니다.(학생분이 좋아하고 꼭 해보고 싶었던 곡들 위주로 프로그램 구성) 기초 코드를 익힌 후 바로 연습곡(가요,팝송)등을 통하여 실습에 들어갑니다.|personal|FALSE|40000|1|4|150000|개인 드럼 스틱-학원에서 구입 가능,수업 교재,악보등은 선생님께서 드림|1|음표,쉼표의 이해,-올바른 그립법(드럼스틱잡는법),-4,8,79분음표 연주,- 반복적으로 리듬감 패턴 익히기|셋트 드럼에서의 기본 71beat 그루브와 하이햇,라이드 등 다루기,여러가지 리듬 패턴 익히기|간단한 악곡의 노래로 음원과 함께 패턴 반복 연습,-연습곡: Let it be,학생분이 원하시는 가요곡에서 선택|악상을 살려 곡의 표현력 높이기,학생 개개인의 취약점 보강하여 곡 마무리 연습과 합주 연습,- 연습곡: 가요,팝송등 상의후 선택||Mon|20:00:00|0:50:00
드럼 초급자를 위한 재밌는 1:1강습|classic_piano|스마일라이프|첫 수업 시작전 학생분과의 개별 면담및 간단한 오리앤테이션을 통하여 100%맞춤형으로 수업 방향 및 연습 곡들을 택하고 결정합니다.(학생분이 좋아하고 꼭 해보고 싶었던 곡들 위주로 프로그램 구성) 기초 코드를 익힌 후 바로 연습곡(가요,팝송)등을 통하여 실습에 들어갑니다.|personal|FALSE|40000|1|4|150000|개인 드럼 스틱-학원에서 구입 가능,수업 교재,악보등은 선생님께서 드림|1|음표,쉼표의 이해,-올바른 그립법(드럼스틱잡는법),-4,8,80분음표 연주,- 반복적으로 리듬감 패턴 익히기|셋트 드럼에서의 기본 72beat 그루브와 하이햇,라이드 등 다루기,여러가지 리듬 패턴 익히기|간단한 악곡의 노래로 음원과 함께 패턴 반복 연습,-연습곡: Let it be,학생분이 원하시는 가요곡에서 선택|악상을 살려 곡의 표현력 높이기,학생 개개인의 취약점 보강하여 곡 마무리 연습과 합주 연습,- 연습곡: 가요,팝송등 상의후 선택||Tue|20:00:00|0:50:00
드럼 초급자를 위한 재밌는 1:1강습|classic_piano|스마일라이프|첫 수업 시작전 학생분과의 개별 면담및 간단한 오리앤테이션을 통하여 100%맞춤형으로 수업 방향 및 연습 곡들을 택하고 결정합니다.(학생분이 좋아하고 꼭 해보고 싶었던 곡들 위주로 프로그램 구성) 기초 코드를 익힌 후 바로 연습곡(가요,팝송)등을 통하여 실습에 들어갑니다.|personal|FALSE|40000|1|4|150000|개인 드럼 스틱-학원에서 구입 가능,수업 교재,악보등은 선생님께서 드림|1|음표,쉼표의 이해,-올바른 그립법(드럼스틱잡는법),-4,8,81분음표 연주,- 반복적으로 리듬감 패턴 익히기|셋트 드럼에서의 기본 73beat 그루브와 하이햇,라이드 등 다루기,여러가지 리듬 패턴 익히기|간단한 악곡의 노래로 음원과 함께 패턴 반복 연습,-연습곡: Let it be,학생분이 원하시는 가요곡에서 선택|악상을 살려 곡의 표현력 높이기,학생 개개인의 취약점 보강하여 곡 마무리 연습과 합주 연습,- 연습곡: 가요,팝송등 상의후 선택||Wed|20:00:00|0:50:00
드럼 초급자를 위한 재밌는 1:1강습|classic_piano|스마일라이프|첫 수업 시작전 학생분과의 개별 면담및 간단한 오리앤테이션을 통하여 100%맞춤형으로 수업 방향 및 연습 곡들을 택하고 결정합니다.(학생분이 좋아하고 꼭 해보고 싶었던 곡들 위주로 프로그램 구성) 기초 코드를 익힌 후 바로 연습곡(가요,팝송)등을 통하여 실습에 들어갑니다.|personal|FALSE|40000|1|4|150000|개인 드럼 스틱-학원에서 구입 가능,수업 교재,악보등은 선생님께서 드림|1|음표,쉼표의 이해,-올바른 그립법(드럼스틱잡는법),-4,8,82분음표 연주,- 반복적으로 리듬감 패턴 익히기|셋트 드럼에서의 기본 74beat 그루브와 하이햇,라이드 등 다루기,여러가지 리듬 패턴 익히기|간단한 악곡의 노래로 음원과 함께 패턴 반복 연습,-연습곡: Let it be,학생분이 원하시는 가요곡에서 선택|악상을 살려 곡의 표현력 높이기,학생 개개인의 취약점 보강하여 곡 마무리 연습과 합주 연습,- 연습곡: 가요,팝송등 상의후 선택||Thu|20:00:00|0:50:00
드럼 초급자를 위한 재밌는 1:1강습|classic_piano|스마일라이프|첫 수업 시작전 학생분과의 개별 면담및 간단한 오리앤테이션을 통하여 100%맞춤형으로 수업 방향 및 연습 곡들을 택하고 결정합니다.(학생분이 좋아하고 꼭 해보고 싶었던 곡들 위주로 프로그램 구성) 기초 코드를 익힌 후 바로 연습곡(가요,팝송)등을 통하여 실습에 들어갑니다.|personal|FALSE|40000|1|4|150000|개인 드럼 스틱-학원에서 구입 가능,수업 교재,악보등은 선생님께서 드림|1|음표,쉼표의 이해,-올바른 그립법(드럼스틱잡는법),-4,8,83분음표 연주,- 반복적으로 리듬감 패턴 익히기|셋트 드럼에서의 기본 75beat 그루브와 하이햇,라이드 등 다루기,여러가지 리듬 패턴 익히기|간단한 악곡의 노래로 음원과 함께 패턴 반복 연습,-연습곡: Let it be,학생분이 원하시는 가요곡에서 선택|악상을 살려 곡의 표현력 높이기,학생 개개인의 취약점 보강하여 곡 마무리 연습과 합주 연습,- 연습곡: 가요,팝송등 상의후 선택||Fri|20:00:00|0:50:00
드럼 초급자를 위한 재밌는 1:1강습|classic_piano|스마일라이프|첫 수업 시작전 학생분과의 개별 면담및 간단한 오리앤테이션을 통하여 100%맞춤형으로 수업 방향 및 연습 곡들을 택하고 결정합니다.(학생분이 좋아하고 꼭 해보고 싶었던 곡들 위주로 프로그램 구성) 기초 코드를 익힌 후 바로 연습곡(가요,팝송)등을 통하여 실습에 들어갑니다.|personal|FALSE|40000|1|4|150000|개인 드럼 스틱-학원에서 구입 가능,수업 교재,악보등은 선생님께서 드림|1|음표,쉼표의 이해,-올바른 그립법(드럼스틱잡는법),-4,8,84분음표 연주,- 반복적으로 리듬감 패턴 익히기|셋트 드럼에서의 기본 76beat 그루브와 하이햇,라이드 등 다루기,여러가지 리듬 패턴 익히기|간단한 악곡의 노래로 음원과 함께 패턴 반복 연습,-연습곡: Let it be,학생분이 원하시는 가요곡에서 선택|악상을 살려 곡의 표현력 높이기,학생 개개인의 취약점 보강하여 곡 마무리 연습과 합주 연습,- 연습곡: 가요,팝송등 상의후 선택||Sat|20:00:00|0:50:00
드럼 초급자를 위한 재밌는 1:1강습|classic_piano|스마일라이프|첫 수업 시작전 학생분과의 개별 면담및 간단한 오리앤테이션을 통하여 100%맞춤형으로 수업 방향 및 연습 곡들을 택하고 결정합니다.(학생분이 좋아하고 꼭 해보고 싶었던 곡들 위주로 프로그램 구성) 기초 코드를 익힌 후 바로 연습곡(가요,팝송)등을 통하여 실습에 들어갑니다.|personal|FALSE|40000|1|4|150000|개인 드럼 스틱-학원에서 구입 가능,수업 교재,악보등은 선생님께서 드림|1|음표,쉼표의 이해,-올바른 그립법(드럼스틱잡는법),-4,8,85분음표 연주,- 반복적으로 리듬감 패턴 익히기|셋트 드럼에서의 기본 77beat 그루브와 하이햇,라이드 등 다루기,여러가지 리듬 패턴 익히기|간단한 악곡의 노래로 음원과 함께 패턴 반복 연습,-연습곡: Let it be,학생분이 원하시는 가요곡에서 선택|악상을 살려 곡의 표현력 높이기,학생 개개인의 취약점 보강하여 곡 마무리 연습과 합주 연습,- 연습곡: 가요,팝송등 상의후 선택||Sun|20:00:00|0:50:00
드럼 초급자를 위한 재밌는 1:1강습|classic_piano|스마일라이프|첫 수업 시작전 학생분과의 개별 면담및 간단한 오리앤테이션을 통하여 100%맞춤형으로 수업 방향 및 연습 곡들을 택하고 결정합니다.(학생분이 좋아하고 꼭 해보고 싶었던 곡들 위주로 프로그램 구성) 기초 코드를 익힌 후 바로 연습곡(가요,팝송)등을 통하여 실습에 들어갑니다.|personal|FALSE|40000|1|4|150000|개인 드럼 스틱-학원에서 구입 가능,수업 교재,악보등은 선생님께서 드림|1|음표,쉼표의 이해,-올바른 그립법(드럼스틱잡는법),-4,8,86분음표 연주,- 반복적으로 리듬감 패턴 익히기|셋트 드럼에서의 기본 78beat 그루브와 하이햇,라이드 등 다루기,여러가지 리듬 패턴 익히기|간단한 악곡의 노래로 음원과 함께 패턴 반복 연습,-연습곡: Let it be,학생분이 원하시는 가요곡에서 선택|악상을 살려 곡의 표현력 높이기,학생 개개인의 취약점 보강하여 곡 마무리 연습과 합주 연습,- 연습곡: 가요,팝송등 상의후 선택||Mon|21:00:00|0:50:00
드럼 초급자를 위한 재밌는 1:1강습|classic_piano|스마일라이프|첫 수업 시작전 학생분과의 개별 면담및 간단한 오리앤테이션을 통하여 100%맞춤형으로 수업 방향 및 연습 곡들을 택하고 결정합니다.(학생분이 좋아하고 꼭 해보고 싶었던 곡들 위주로 프로그램 구성) 기초 코드를 익힌 후 바로 연습곡(가요,팝송)등을 통하여 실습에 들어갑니다.|personal|FALSE|40000|1|4|150000|개인 드럼 스틱-학원에서 구입 가능,수업 교재,악보등은 선생님께서 드림|1|음표,쉼표의 이해,-올바른 그립법(드럼스틱잡는법),-4,8,87분음표 연주,- 반복적으로 리듬감 패턴 익히기|셋트 드럼에서의 기본 79beat 그루브와 하이햇,라이드 등 다루기,여러가지 리듬 패턴 익히기|간단한 악곡의 노래로 음원과 함께 패턴 반복 연습,-연습곡: Let it be,학생분이 원하시는 가요곡에서 선택|악상을 살려 곡의 표현력 높이기,학생 개개인의 취약점 보강하여 곡 마무리 연습과 합주 연습,- 연습곡: 가요,팝송등 상의후 선택||Tue|21:00:00|0:50:00
드럼 초급자를 위한 재밌는 1:1강습|classic_piano|스마일라이프|첫 수업 시작전 학생분과의 개별 면담및 간단한 오리앤테이션을 통하여 100%맞춤형으로 수업 방향 및 연습 곡들을 택하고 결정합니다.(학생분이 좋아하고 꼭 해보고 싶었던 곡들 위주로 프로그램 구성) 기초 코드를 익힌 후 바로 연습곡(가요,팝송)등을 통하여 실습에 들어갑니다.|personal|FALSE|40000|1|4|150000|개인 드럼 스틱-학원에서 구입 가능,수업 교재,악보등은 선생님께서 드림|1|음표,쉼표의 이해,-올바른 그립법(드럼스틱잡는법),-4,8,88분음표 연주,- 반복적으로 리듬감 패턴 익히기|셋트 드럼에서의 기본 80beat 그루브와 하이햇,라이드 등 다루기,여러가지 리듬 패턴 익히기|간단한 악곡의 노래로 음원과 함께 패턴 반복 연습,-연습곡: Let it be,학생분이 원하시는 가요곡에서 선택|악상을 살려 곡의 표현력 높이기,학생 개개인의 취약점 보강하여 곡 마무리 연습과 합주 연습,- 연습곡: 가요,팝송등 상의후 선택||Wed|21:00:00|0:50:00
드럼 초급자를 위한 재밌는 1:1강습|classic_piano|스마일라이프|첫 수업 시작전 학생분과의 개별 면담및 간단한 오리앤테이션을 통하여 100%맞춤형으로 수업 방향 및 연습 곡들을 택하고 결정합니다.(학생분이 좋아하고 꼭 해보고 싶었던 곡들 위주로 프로그램 구성) 기초 코드를 익힌 후 바로 연습곡(가요,팝송)등을 통하여 실습에 들어갑니다.|personal|FALSE|40000|1|4|150000|개인 드럼 스틱-학원에서 구입 가능,수업 교재,악보등은 선생님께서 드림|1|음표,쉼표의 이해,-올바른 그립법(드럼스틱잡는법),-4,8,89분음표 연주,- 반복적으로 리듬감 패턴 익히기|셋트 드럼에서의 기본 81beat 그루브와 하이햇,라이드 등 다루기,여러가지 리듬 패턴 익히기|간단한 악곡의 노래로 음원과 함께 패턴 반복 연습,-연습곡: Let it be,학생분이 원하시는 가요곡에서 선택|악상을 살려 곡의 표현력 높이기,학생 개개인의 취약점 보강하여 곡 마무리 연습과 합주 연습,- 연습곡: 가요,팝송등 상의후 선택||Thu|21:00:00|0:50:00
드럼 초급자를 위한 재밌는 1:1강습|classic_piano|스마일라이프|첫 수업 시작전 학생분과의 개별 면담및 간단한 오리앤테이션을 통하여 100%맞춤형으로 수업 방향 및 연습 곡들을 택하고 결정합니다.(학생분이 좋아하고 꼭 해보고 싶었던 곡들 위주로 프로그램 구성) 기초 코드를 익힌 후 바로 연습곡(가요,팝송)등을 통하여 실습에 들어갑니다.|personal|FALSE|40000|1|4|150000|개인 드럼 스틱-학원에서 구입 가능,수업 교재,악보등은 선생님께서 드림|1|음표,쉼표의 이해,-올바른 그립법(드럼스틱잡는법),-4,8,90분음표 연주,- 반복적으로 리듬감 패턴 익히기|셋트 드럼에서의 기본 82beat 그루브와 하이햇,라이드 등 다루기,여러가지 리듬 패턴 익히기|간단한 악곡의 노래로 음원과 함께 패턴 반복 연습,-연습곡: Let it be,학생분이 원하시는 가요곡에서 선택|악상을 살려 곡의 표현력 높이기,학생 개개인의 취약점 보강하여 곡 마무리 연습과 합주 연습,- 연습곡: 가요,팝송등 상의후 선택||Fri|21:00:00|0:50:00
